Prevalence of moderate or severe food insecurity in the population (%),Turkmenistan,0,0,0,0,0,0,0,0,0,0
Prevalence of moderate or severe food insecurity in the population (%),Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0
Prevalence of moderate or severe food insecurity in the population (%),Tuvalu,0,0,0,0,0,0,0,0,0,0
Prevalence of moderate or severe food insecurity in the population (%),Uganda,0,0,0,0,0,0,0,75,74.2,0
Prevalence of moderate or severe food insecurity in the population (%),Ukraine,0,0,0,0,0,0,0,18.3,28.2,0
Prevalence of moderate or severe food insecurity in the population (%),United Arab Emirates,0,0,0,0,0,0,0,0,9.8,0
Prevalence of moderate or severe food insecurity in the population (%),United Kingdom,0,0,0,0,0,0,0,4.9,4.1,0
Prevalence of moderate or severe food insecurity in the population (%),United States,0,0,0,0,0,0,0,8.4,7.8,0
Prevalence of moderate or severe food insecurity in the population (%),Uruguay,0,0,0,0,0,0,0,13.3,15.2,0
Prevalence of moderate or severe food insecurity in the population (%),Uzbekistan,0,0,0,0,0,0,0,17.2,26.1,0
Prevalence of moderate or severe food insecurity in the population (%),Vanuatu,0,0,0,0,0,0,0,23.3,23.3,0
Prevalence of moderate or severe food insecurity in the population (%),"Venezuela, RB",0,0,0,0,0,0,0,0,0,0
Prevalence of moderate or severe food insecurity in the population (%),Viet Nam,0,0,0,0,0,0,0,6.2,9,0
Prevalence of moderate or severe food insecurity in the population (%),Virgin Islands (U.S.),0,0,0,0,0,0,0,0,0,0
Prevalence of moderate or severe food insecurity in the population (%),West Bank and Gaza,0,0,0,0,0,0,0,26.8,28.1,0
Prevalence of moderate or severe food insecurity in the population (%),"Yemen, Rep.",0,0,0,0,0,0,0,46,67.2,0
Prevalence of moderate or severe food insecurity in the population (%),Zambia,0,0,0,0,0,0,0,55.6,73.1,0
Prevalence of moderate or severe food insecurity in the population (%),Zimbabwe,0,0,0,0,0,0,0,66.7,73.6,0
Food production index ,Afghanistan,53.02,65.83,81.7,75.75,78.42,93,101.67,96.07,113.74,0
Food production index ,Albania,48.66,57.26,61.35,66.36,74.39,85.62,96.82,106.08,103.44,0
Food production index ,Algeria,31.08,34.79,41.78,45.47,63.06,76.45,96.95,108.6,104.62,0
Food production index ,American Samoa,0,0,0,0,0,0,0,0,0,0
Food production index ,Andorra,0,0,0,0,0,0,0,0,0,0
Food production index ,Angola,19.92,24.88,29.94,43.79,56.56,90.3,97.41,105.59,114.59,0
Food production index ,Antigua and Barbuda,126.63,139.15,134.62,144.38,140.67,102.49,100.66,87.56,84.87,0
Food production index ,Argentina,51.18,55.69,66.78,68.92,82.09,88.16,95.09,97.49,108.23,0
Food production index ,Armenia,0,50.47,48.71,49.72,75.6,73,97.4,83.48,84.87,0
Food production index ,Aruba,0,0,0,0,0,0,0,0,0,0
Food production index ,Australia,63.13,70.42,79.1,88.75,90.96,86.41,100.8,97.5,106.7,0
Food production index ,Austria,99.88,94.29,95.07,96.95,95.26,95.34,102.03,100.51,99.8,0
Food production index ,Azerbaijan,0,38.27,43.12,63.55,76.52,86.48,94.84,113.33,126.98,0
Food production index ,"Bahamas, The",53.34,47.14,79.58,65.67,77.88,92.69,98.78,101.85,99.55,0
Food production index ,Bahrain,21.85,26.02,37.69,33.26,34.93,36.57,83.41,138.95,128.36,0
Food production index ,Bangladesh,44.64,44.9,51.98,63.17,74.12,90.16,98.72,107.75,116.39,0
Food production index ,Barbados,132.72,105.7,118.96,108.24,113.02,106.98,99.11,108.19,88.78,0
Food production index ,Belarus,0,80.45,72.88,72.6,86.78,97.26,101.14,99.37,103,0
Food production index ,Belgium,0,0,0,97.84,91.23,95.84,101.81,98.38,102.49,0
Food production index ,Belize,53.44,61.96,75.28,87.39,99.8,96.64,102.29,98.65,101.44,0
Food production index ,Benin,31.31,37.82,48.29,65.18,59.03,80.51,103.07,109.45,119.17,0
Food production index ,Bermuda,0,0,0,0,0,0,0,0,0,0
Food production index ,Bhutan,85.62,64.09,61.9,48.85,104.86,83.7,93.34,95.2,99.35,0
Food production index ,Bolivia,38.74,43.45,51.8,58.77,70.25,78.3,96.03,109.45,116.57,0
Food production index ,Bosnia and Herzegovina,0,63.8,79.35,74.14,96.63,100.04,88.85,115.08,95.54,0
Food production index ,Botswana,74.92,94.85,94.23,89.75,102.33,126.14,99.91,95.98,106.04,0
Food production index ,Brazil,38.09,46.22,51.41,62.79,74.75,88.86,99.15,107.09,112.2,0
Food production index ,British Virgin Islands,0,0,0,0,0,0,0,0,0,0
Food production index ,Brunei Darussalam,18.11,29.34,38.76,69.75,78.47,89.22,99.41,102.11,116.68,0
Food production index ,Bulgaria,154.34,105.87,101.25,86.97,82.3,91.43,100.74,105.8,109.59,0
Food production index ,Burkina Faso,25.8,36.78,44.12,52.96,64.58,81.67,99.27,112.24,116.21,0
Food production index ,Burundi,81.12,72.35,72.37,80.59,81.04,91.17,100.92,124.44,123.7,0
Food production index ,Cabo Verde,67.89,61.93,76.36,92.02,91.99,92.87,99.38,77.86,82.01,0
Food production index ,Cambodia,26.81,26.79,36.26,40.47,64.7,83.42,98.32,111.42,115.25,0
Food production index ,Cameroon,32.05,36.44,41.16,46.85,62.94,81.71,95.55,99.71,103.47,0
Food production index ,Canada,66.17,65.78,74,66.58,81.26,86.14,94.65,109.32,95.95,0
Food production index ,Cayman Islands,0,0,0,0,0,0,0,0,0,0
Food production index ,Central African Republic,51.13,57.06,69.25,79,86.31,95.32,99.62,106.86,111.26,0
Food production index ,Chad,21.37,33.75,44.93,49.02,60.74,90.07,97.54,114.6,122.8,0
Food production index ,Channel Islands,0,0,0,0,0,0,0,0,0,0
Food production index ,Chile,50.65,61.89,69.67,76.32,90.49,92.94,97.58,108.63,107.11,0
Food production index ,China,36.55,46.25,58.65,67.97,76.93,88.29,97.6,103.16,108.74,0
Food production index ,Colombia,59.61,62.63,67.56,73.96,83.46,82.78,96.87,101.98,105.67,0
Food production index ,Comoros,67.49,77.35,83.52,86.7,92.99,97.51,97.16,105.81,105.82,0
Food production index ,"Congo, Dem. Rep.",58.23,63.84,51.94,47.98,48.96,82.1,99.38,107.82,119.58,0
Food production index ,"Congo, Rep.",44.47,48.12,53.32,60.3,73.43,85,98.96,102.69,107.96,0
Food production index ,Costa Rica,46.94,54.37,64.11,65.31,83.97,87.47,99.32,105.65,102.66,0
Food production index ,Cote d'Ivoire,46.5,49.8,60.81,65.55,72.96,76.04,94.7,114.56,122.03,0
Food production index ,Croatia,0,75,87.87,81.15,87.91,93.96,94.22,102.18,82.14,0
Food production index ,Cuba,140.11,84.1,82.71,114.19,82.9,86.04,97.39,95.02,68.31,0
Food production index ,Curacao,0,0,0,0,0,0,0,0,0,0
Food production index ,Cyprus,131.82,124.61,136.38,143.22,118.28,107.23,97.77,102.36,110.73,0
Food production index ,Czechia,0,110.65,111.23,99.13,93.2,88.96,101.45,92.93,97.7,0
Food production index ,Denmark,94.13,92.16,98.18,97.49,95.49,97.02,99.93,92.87,102.94,0
Food production index ,Djibouti,137.41,91.1,95.26,115.72,88.46,118.04,102.73,131.22,144.13,0
Food production index ,Dominica,130.97,108.34,106.69,95.7,92.74,97.68,98.59,99.44,100.12,0
Food production index ,Dominican Republic,45.69,46.36,49,65.27,73.33,78.81,96.67,112.98,115.77,0
Food production index ,Ecuador,49.42,63.29,66.49,76.23,84.69,100.79,101.59,97.21,104.11,0
Food production index ,"Egypt, Arab Rep.",43.32,51.38,62.32,74.42,87.49,90,99.73,96.32,102.75,0
Food production index ,El Salvador,64.49,70.61,76.98,81.32,93.35,91.51,99.72,99.47,98.09,0
Food production index ,Equatorial Guinea,64.82,61.61,65.01,70.16,81.35,91.34,96.8,102.49,101.89,0
Food production index ,Eritrea,0,75.24,97.08,69.31,99.6,95.23,100.2,103.61,104.86,0
Food production index ,Estonia,0,88.56,75.73,71.25,74.47,79.04,97.32,84.71,98.2,0
Food production index ,Eswatini,78.35,77.21,73.43,83.7,89.09,94.73,101.58,104.1,105.13,0
Food production index ,Ethiopia,0,29.99,36.47,48.66,59.76,82.52,96.9,106.1,116.31,0
Food production index ,Faroe Islands,89.65,93.77,93.12,93.98,91.39,92.69,100.85,100.62,92.28,0
Food production index ,Fiji,160.16,141.26,111.09,132.8,144.97,89.29,107.57,117.9,114.98,0
Food production index ,Finland,109.91,97.28,89.88,101.94,100.37,94.33,101.04,92.95,93.54,0
Food production index ,France,102.16,98.13,107.28,104.48,96,98.58,102.5,97.32,96.21,0
Food production index ,French Polynesia,94.09,85.11,73.31,92.9,99.15,97.21,95.7,103.96,103.65,0
Food production index ,Gabon,63.13,66.95,74.74,77.2,78.14,88.11,99.11,103.47,105.09,0
Food production index ,"Gambia, The",59.66,73.61,73.31,79.75,111.18,147.47,97.75,63.48,72.5,0
Food production index ,Georgia,0,127.33,134.57,127.89,100.75,88.58,100.26,104.54,117.49,0
Food production index ,Germany,100.42,83.31,89.8,89.97,90.13,94.55,102.97,91.86,94.47,0
Food production index ,Ghana,24.94,37.06,48.58,60.1,68.17,84.03,99.15,113.12,117.93,0
Food production index ,Gibraltar,0,0,0,0,0,0,0,0,0,0
Food production index ,Greece,92.05,104.68,102.31,106.71,101.82,103.01,97.2,98.37,94.99,0
Food production index ,Greenland,0,0,0,0,0,0,0,0,0,0
Food production index ,Grenada,113.42,120.32,103.83,117.43,70.21,77.72,95.2,96.76,94.42,0
Food production index ,Guam,0,0,0,0,0,0,0,0,0,0
Food production index ,Guatemala,32.6,36.15,45.24,54.75,62.13,73.89,96.67,103.3,104.8,0
Food production index ,Guinea,37.26,44.92,50.83,58.11,68.76,81.77,95.75,115.04,129.8,0
Food production index ,Guinea-Bissau,48.45,52.87,60.13,67.76,78.49,95.15,95.56,107.66,121.17,0
Food production index ,Guyana,39.62,60.77,69.82,72.78,70.36,77.35,91.75,110.41,105.78,0
Food production index ,Haiti,62.27,58.75,60.14,64.2,68.97,88.12,101.93,88.97,81.77,0
Food production index ,Honduras,64.8,73.34,77.14,78.73,95.58,96.29,95.15,107.09,102.3,0
Food production index ,"Hong Kong SAR, China",154.62,72.09,92.92,95.83,110.25,101.31,97.05,111.12,219.91,0
Food production index ,Hungary,126.97,91.78,98.55,92.41,94.22,79.18,100.22,100.79,92.12,0
Food production index ,Iceland,72,70.89,71.85,80,83.19,89.48,95.52,108.07,103.82,0
Food production index ,India,47.88,53.73,60.09,58.16,72.55,83.84,99.25,110.18,123.84,0
Food production index ,Indonesia,60.18,65.41,68.3,75.55,87.24,94.56,99.43,115.84,114.09,0
Food production index ,"Iran, Islamic Rep.",50.14,59.63,72.96,81,93.87,90.08,101.31,87.04,83.78,0
Food production index ,Iraq,128.13,110.71,119.95,141.99,119.36,119.84,138.3,77.35,123.62,0
Food production index ,Ireland,90.82,83.93,92.74,89.59,87.3,88.22,96.2,110.11,118.64,0
Food production index ,Isle of Man,0,0,0,0,0,0,0,0,0,0
Food production index ,Israel,64.61,63.32,68.45,82.37,86.05,90.91,100.24,99.45,100.01,0
Food production index ,Italy,105.3,110.89,111.31,109.62,110.56,108.58,95.58,99.17,99.64,0
Food production index ,Jamaica,86.55,98.72,98.3,98.36,98.78,90.58,97.96,105.74,105.22,0
Food production index ,Japan,110.97,110.85,101.26,100.85,97.3,95.92,100.81,99.49,101.2,0
Food production index ,Jordan,40.25,48.49,51.66,63.46,70.24,87.09,92.57,103.9,102.78,0
Food production index ,Kazakhstan,0,84.33,45.99,68.19,76.84,77.77,94.62,113.81,114.69,0
Food production index ,Kenya,52.11,56.19,57.8,68.17,86.95,100.55,102.6,96.26,110.33,0
Food production index ,Kiribati,41.4,47.71,58.49,57.06,83.53,88.08,90.44,107.69,97.12,0
Food production index ,"Korea, Dem. People's Rep.",100.94,98.73,85.35,98.01,101.69,99.19,103.24,92.57,92.34,0
Food production index ,"Korea, Rep.",74.05,81.07,91.42,92.78,92.64,93.55,101.96,100.02,102.2,0
Food production index ,Kosovo,0,0,0,0,0,0,0,0,0,0
Food production index ,Kuwait,23,20.37,35.47,38.92,49.78,63.67,98.59,114.25,123.32,0
Food production index ,Kyrgyz Republic,0,56.48,69.04,79.19,80.93,87.07,93.38,107.41,104.94,0
Food production index ,Lao PDR,21.93,24.05,26.48,40.88,46.14,61.28,89.86,96.56,114.45,0
Food production index ,Latvia,0,85.94,67.07,64.93,69.64,73.28,88.75,83.55,101.52,0
Food production index ,Lebanon,83.19,99.76,94.56,94.34,96.02,88.81,95.09,105.44,100.05,0
Food production index ,Lesotho,104.65,88.87,88.49,100.76,91.26,104.58,106.67,107.04,100.35,0
Food production index ,Liberia,56.75,44.4,62.7,63.1,70.83,88.47,92.43,95.91,99.11,0
Food production index ,Libya,72.1,77.26,90.76,92.14,94.92,106.05,100.24,103.27,105.93,0
Food production index ,Liechtenstein,0,0,0,0,0,0,0,0,0,0
Food production index ,Lithuania,0,74.83,86.99,75.62,66.55,72.61,95.06,83.23,96.15,0
Food production index ,Luxembourg,0,0,0,94.03,89.35,91.05,96.69,111.03,112.69,0
Food production index ,"Macao SAR, China",63.14,66.9,80.71,138.07,111.89,107.06,124.75,91.7,72.41,0
Food production index ,Madagascar,78.6,68.01,71.21,72.17,89.91,104.5,101.11,100.53,103.76,0
Food production index ,Malawi,17.91,17.25,28,32.57,46.13,64.18,102.82,124.23,141.74,0
Food production index ,Malaysia,57.41,65.35,63.48,64.67,71.1,82.68,92.56,100.67,99.85,0
Food production index ,Maldives,116.66,145.57,136.03,120.16,148.14,113.63,98.34,100.68,93.86,0
Food production index ,Mali,35.11,40.65,42.81,44,56.84,80.17,89.03,123.8,126.32,0
Food production index ,Malta,95.89,118.02,128.08,118.38,115.33,108.59,104.36,80.8,76.43,0
Food production index ,Marshall Islands,0,110.42,97.92,59.33,120.83,113.33,83.33,80,95.42,0
Food production index ,Mauritania,64.99,52.71,62.02,73.68,78.44,86.37,98.29,107.07,111.75,0
Food production index ,Mauritius,96.67,92,106.1,102.73,104.82,106.18,102.64,89.19,83.23,0
Food production index ,Mexico,55.36,59.65,68.57,76.04,83.79,88.7,97.32,110.48,114.21,0
Food production index ,"Micronesia, Fed. Sts.",0,16.18,73.53,73.7,66.29,65.88,100.05,101.12,101.91,0
Food production index ,Moldova,0,108.28,84.58,93.1,90.06,88.2,102.1,121.4,125.01,0
Food production index ,Monaco,0,0,0,0,0,0,0,0,0,0
Food production index ,Mongolia,73.78,55.46,70.13,53.57,50.89,62.12,83.81,126.34,129.65,0
Food production index ,Montenegro,0,0,0,0,158.52,95.35,93.8,101.1,99.35,0
Food production index ,Morocco,52.31,57.86,62.53,63.21,82.05,92.86,100.05,115.69,115.66,0
Food production index ,Mozambique,41.99,45.69,65.63,59.31,80.06,108.85,102.81,133.88,139.77,0
Food production index ,Myanmar,29.33,37.37,40.07,55.47,81.42,98.21,97.97,80.24,78.43,0
Food production index ,Namibia,112.73,79.74,73.03,93.92,96.96,99.53,102.42,102.38,105.58,0
Food production index ,Nauru,82.54,78.96,83.95,88.94,93.94,99.92,99.27,100.11,101.83,0
Food production index ,Nepal,48.59,49.34,56.15,65.31,73.03,82.32,99.16,108.08,122.25,0
Food production index ,Netherlands,93.16,90.76,90.17,87.2,83.27,89.65,96.63,96.11,103.75,0
Food production index ,New Caledonia,72.31,87.3,83.91,87.22,82.77,85.66,91.25,97.37,98.28,0
Food production index ,New Zealand,55.43,64.52,71.38,75.58,82.27,85.97,98.86,102.03,103.55,0
Food production index ,Nicaragua,35.05,39.72,45.48,59.08,72.13,84.36,98.49,114.25,123.81,0
Food production index ,Niger,35.29,38.7,53.57,51.93,62.33,85.5,90.15,119.81,113.88,0
Food production index ,Nigeria,39.91,52.92,63.26,69.87,87.34,86.06,96.24,111.74,108.05,0
Food production index ,North Macedonia,0,74.51,78.42,67.8,85.98,95.96,93.13,101.51,94.64,0
Food production index ,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0
Food production index ,Norway,102.03,92.64,95.37,90.73,94.32,97.39,98.85,96.64,102.29,0
Food production index ,Oman,36.65,46.63,57.17,57.59,66.44,84.13,91.18,134.13,143.95,0
Food production index ,Pakistan,41.46,49.81,58.36,60.3,69.89,79.29,98.12,107.09,126.52,0
Food production index ,Palau,0,0,0,0,0,0,0,0,0,0
Food production index ,Panama,77.14,74.61,78.57,80.58,86.27,88.8,99.37,107.68,111.18,0
Food production index ,Papua New Guinea,57.23,61.65,67.55,74.29,82.34,88.25,99.49,102.71,103.43,0
Food production index ,Paraguay,35.63,34.97,45.15,48.63,58.42,80.39,99.6,110.22,110.43,0
Food production index ,Peru,31.61,37.56,47.43,58.34,68.25,83.03,98.08,110.94,122.48,0
Food production index ,Philippines,57.42,61.84,61.16,74.6,83.79,91.32,100.57,101.66,100.25,0
Food production index ,Poland,118.4,88.18,101.65,91.17,86.26,91.2,101.75,102.97,110.99,0
Food production index ,Portugal,96.89,90.88,88.16,95.64,94.55,97.01,93.67,101.9,127.77,0
Food production index ,Puerto Rico,174.79,160.09,145.78,134.72,123.87,117.62,98.55,96.77,94.15,0
Food production index ,Qatar,38.98,58.48,65.16,65.08,61.73,70.08,81.18,140.41,162.02,0
Food production index ,Romania,98.95,96.69,88.95,87.81,97.39,92.32,103.07,118.69,106.43,0
Food production index ,Russian Federation,0,85.87,64.99,75.71,77.05,73.9,97.58,104.68,111.47,0
Food production index ,Rwanda,68.62,42.59,63.84,92.89,94.92,107.43,97.98,108.34,129.24,0
Food production index ,Samoa,102.49,82.1,104,109.48,111.86,119.57,123.52,79.43,83.63,0
Food production index ,San Marino,0,0,0,0,0,0,0,0,0,0
Food production index ,Sao Tome and Principe,53.77,80.43,105.16,112.71,107.51,103.85,106.36,106.54,104.42,0
Food production index ,Saudi Arabia,75.97,79.11,81.07,87.47,99.05,101.25,91.5,126.72,158.96,0
Food production index ,Senegal,49.88,52.62,48.78,43.48,58.14,96.04,84.28,152.97,177.74,0
Food production index ,Serbia,0,0,0,0,98.08,100.37,98.01,107.77,104.22,0
Food production index ,Seychelles,126.09,144.07,160.69,128.57,99.04,99.2,96.61,103.16,94.85,0
Food production index ,Sierra Leone,35.44,35.49,33.71,37.39,75.43,98.2,110.06,88.63,130.16,0
Food production index ,Singapore,380.62,129.02,123.12,76.67,77.6,76.05,95.25,112.51,112.25,0
Food production index ,Sint Maarten (Dutch part),0,0,0,0,0,0,0,0,0,0
Food production index ,Slovak Republic,0,135.06,127.65,113.69,105.1,87.23,104.73,97.9,97.38,0
Food production index ,Slovenia,0,115.23,111.17,122.2,108.54,103.76,97.67,102.6,97.41,0
Food production index ,Solomon Islands,74.48,82.73,101.08,92.27,125.96,96.56,99.84,101.26,102.23,0
Food production index ,Somalia,104.27,87.91,94.52,101.37,101.28,107.5,100.6,98.14,98.51,0
Food production index ,South Africa,61.48,62.22,62.53,72.34,76.7,90.03,102.95,104.32,114.31,0
Food production index ,South Sudan,0,0,0,0,0,0,98.56,101.95,113.01,0
Food production index ,Spain,77.78,69.07,85.04,92.13,94.4,95.48,94.5,117.74,116.91,0
Food production index ,Sri Lanka,60.71,67.37,64.58,67.7,74.81,89.51,89.76,105,130.31,0
Food production index ,St. Kitts and Nevis,359.46,393.14,484.81,399.23,96.62,105.37,100.99,97.24,98.5,0
Food production index ,St. Lucia,370.51,306.09,253.2,171.64,120.52,107.03,101.3,103.29,75.92,0
Food production index ,St. Martin (French part),0,0,0,0,0,0,0,0,0,0
Food production index ,St. Vincent and the Grenadines,118.36,68.3,72.59,80.59,89.72,93.97,102.01,101.87,103.83,0
Food production index ,Sudan,0,0,0,0,0,0,103.31,117.6,113.66,0
Food production index ,Suriname,80.14,78.57,66.55,57.47,72.51,92.07,101.66,97.94,87.79,0
Food production index ,Sweden,109.93,95.72,102.33,99.05,90.67,90.86,99.57,84.16,96.49,0
Food production index ,Switzerland,104.16,96.73,101.08,96.82,94.94,98.98,102.58,101.65,95.33,0
Food production index ,Syrian Arab Republic,70.96,81.59,108.25,120.97,141.18,121.93,90.51,98.55,104.06,0
Food production index ,Tajikistan,0,27.51,21.63,31.71,45.19,62.61,79.52,131.7,128.77,0
Food production index ,Tanzania,36.28,36.09,40.7,53.56,61.11,75.59,98.98,107.75,113.67,0
Food production index ,Thailand,56.81,66.33,67.83,81.52,84.35,94.23,102.97,104.16,98.35,0
Food production index ,Timor-Leste,77.06,85.25,71.61,81.21,88.03,106.74,98.47,92.38,76.34,0
Food production index ,Togo,47.26,50.23,58.95,64.87,79.42,95.09,101.78,106.41,112.48,0
Food production index ,Tonga,95.07,103.83,88.99,94.9,101.39,129.55,95.21,96.91,94.39,0
Food production index ,Trinidad and Tobago,103.12,106.03,90.61,136.51,114.27,109.46,108.7,109.48,89.53,0
Food production index ,Tunisia,56.65,48.27,70.66,58.61,84.42,84.63,89.59,113.37,103.68,0
Food production index ,Turkiye,62.3,62.39,71.2,73.25,80.93,86.16,95.76,109.14,120.5,0
Food production index ,Turkmenistan,0,42.28,46.66,78.07,99.84,95.57,98.52,99.38,108.85,0
Food production index ,Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0
Food production index ,Tuvalu,57.71,69.84,81.69,87.94,91.05,94.39,98.81,102,108.96,0
Food production index ,Uganda,81.67,84.82,94.16,111.08,115.27,96.55,101.65,103.25,122.57,0
Food production index ,Ukraine,0,77.13,59.8,68.2,72.95,77.64,101.13,107.28,113.94,0
Food production index ,United Arab Emirates,37.11,63.03,95.72,119.93,111.88,129.7,94.36,111.43,124.71,0
Food production index ,United Kingdom,99.12,98.02,97.5,93.99,92.55,94.33,100.68,99.6,98.99,0
Food production index ,United States,68.81,77,80.09,80.43,84.45,92.23,98.13,103.2,105.46,0
Food production index ,Uruguay,49.3,55,66.92,60.86,84.08,90.65,102.76,88.76,98.83,0
Food production index ,Uzbekistan,0,33.55,34,40.19,54.3,68.9,93.08,105.11,109.94,0
Food production index ,Vanuatu,98.06,85.71,107.08,78.93,86.96,114.13,104.81,103.99,104.56,0
Food production index ,"Venezuela, RB",72.29,72.36,82.75,92.01,96.27,103.32,105.75,82.03,85.78,0
Food production index ,Viet Nam,36.61,42.09,52.01,64.49,73.95,83.91,98.67,105.31,111.65,0
Food production index ,Virgin Islands (U.S.),0,0,0,0,0,0,0,0,0,0
Food production index ,West Bank and Gaza,0,99.19,123.07,152.04,147.09,101.52,103.43,103.58,104.46,0
Food production index ,"Yemen, Rep.",39.75,45,52.96,62.14,69.86,99.92,108.13,90.93,104.92,0
Food production index ,Zambia,36.1,41.59,40.03,46.14,55.52,91.6,105.84,117.76,128.88,0
Food production index ,Zimbabwe,44.94,83.04,96.57,90.9,96.45,106.49,96.89,108.86,132.04,0
Food imports (% of merchandise imports),Afghanistan,0,0,0,0,0,13.6918478,9.513260533,34.03305766,0,0
Food imports (% of merchandise imports),Albania,0,0,26.94082044,20.17252985,19.96638621,17.94665115,10.32655575,14.04358733,14.26467287,10.65585684
Food imports (% of merchandise imports),Algeria,0,33.03633792,29.87474465,25.08334733,19.20572448,16.3010015,20.10336849,0,0,0
Food imports (% of merchandise imports),American Samoa,0,0,0,0,0,0,0,0,0,0
Food imports (% of merchandise imports),Andorra,0,0,22.9812749,19.34671059,18.77130825,22.0798883,23.28000627,22.12752861,21.22452874,20.69973642
Food imports (% of merchandise imports),Angola,0,0,0,0,0,15.23177741,16.98007889,20.4742099,18.32713168,17.89996299
Food imports (% of merchandise imports),Antigua and Barbuda,0,0,0,0,14.85297016,21.34878192,22.54234989,27.38481656,0,0
Food imports (% of merchandise imports),Argentina,0,5.19108731,4.934998482,4.633028598,2.584461691,2.621328219,2.421654292,6.86536217,7.533389673,5.908189145
Food imports (% of merchandise imports),Armenia,0,0,0,19.85906863,15.3369432,17.66746305,18.86186609,16.22015337,17.37780974,15.1134194
Food imports (% of merchandise imports),Aruba,0,0,0,21.64886884,21.73202217,31.83690206,27.91829931,27.77025387,33.50212922,0
Food imports (% of merchandise imports),Australia,5.029757797,4.999334156,4.737756382,4.869176608,4.770724596,5.306835751,6.196154901,6.52594692,6.44421129,6.149459005
Food imports (% of merchandise imports),Austria,5.207995531,5.463121878,6.344442702,6.15049722,5.865109647,7.192917816,7.827616345,7.414848802,7.368275887,7.314375703
Food imports (% of merchandise imports),Azerbaijan,0,0,16.19954584,14.15448989,10.45598747,18.5376373,16.7378997,14.49282764,18.51220252,18.11606177
Food imports (% of merchandise imports),"Bahamas, The",0,0,16.49148091,18.64436761,14.90674713,17.53466458,16.05426431,19.2276246,0,0
Food imports (% of merchandise imports),Bahrain,0,10.769206,0,10.93562838,5.724408925,7.614975839,9.422277816,9.246678738,12.27928237,14.1665572
Food imports (% of merchandise imports),Bangladesh,18.95503523,0,15.28683545,14.60127657,16.69962452,17.42404811,0,0,0,0
Food imports (% of merchandise imports),Barbados,0,20.56361688,16.73564737,18.87350802,15.32832774,24.91407609,19.74622747,22.60764541,21.85511477,21.59012877
Food imports (% of merchandise imports),Belarus,0,0,11.09175375,10.72336914,8.531897578,7.878566169,11.49454988,10.1740992,10.33983789,0
Food imports (% of merchandise imports),Belgium,0,0,0,8.571369653,7.357515743,9.78366921,10.3814087,9.711069031,9.282468954,8.226995533
Food imports (% of merchandise imports),Belize,0,18.4313131,19.22668585,11.42803476,12.18493777,13.11348387,22.65320928,20.18379998,20.94423978,18.66110961
Food imports (% of merchandise imports),Benin,0,0,24.839403,23.87632384,30.67828191,38.64012402,45.84837063,46.98260514,37.5829443,31.47234744
Food imports (% of merchandise imports),Bermuda,0,0,0,0,17.68437653,13.07788681,20.80437035,20.79168529,21.76747621,21.47136338
Food imports (% of merchandise imports),Bhutan,0,21.46663939,18.76636103,0,20.635071,11.47358347,0,0,0,0
Food imports (% of merchandise imports),Bolivia,0,9.988592227,7.86723071,13.23915876,9.27036905,7.666604865,7.507360216,7.652839061,7.704658622,5.973280274
Food imports (% of merchandise imports),Bosnia and Herzegovina,0,0,0,0,16.83125247,18.09980579,16.75408782,15.81183855,15.579593,15.12594546
Food imports (% of merchandise imports),Botswana,0,0,0,15.48249651,13.72553151,14.58493754,7.772169334,12.20001313,11.39839185,13.2953691
Food imports (% of merchandise imports),Brazil,9.405916553,10.93085212,9.656229027,6.707175158,4.483008047,4.682989253,4.980004349,5.384476441,5.433666651,4.907979687
Food imports (% of merchandise imports),British Virgin Islands,0,0,0,0,0,0,0,0,0,0
Food imports (% of merchandise imports),Brunei Darussalam,0,14.37787786,16.53111947,13.42282539,17.03835216,16.96167732,15.40984393,12.13911574,7.245597578,7.159477785
Food imports (% of merchandise imports),Bulgaria,0,0,7.483072101,5.843755908,4.648532572,9.565645307,8.898012973,9.756663714,10.92146671,11.70253515
Food imports (% of merchandise imports),Burkina Faso,0,0,20.61643312,21.28798418,0,13.99649116,12.68086558,12.15535709,11.67836148,0
Food imports (% of merchandise imports),Burundi,0,22.1462363,19.60256487,11.15028279,22.17247622,13.68106495,13.06202332,16.74794054,14.32514176,12.86305672
Food imports (% of merchandise imports),Cabo Verde,0,0,34.42185738,29.81872392,29.17140296,27.74595862,28.4421586,30.1994885,0,0
Food imports (% of merchandise imports),Cambodia,0,0,0,8.954668975,6.944163069,7.062678289,8.016778423,7.411863932,5.575739721,0
Food imports (% of merchandise imports),Cameroon,18.53739676,0,15.42215744,18.05663679,17.95587804,17.70013577,17.39423897,20.03918655,0,0
Food imports (% of merchandise imports),Canada,6.130595114,6.024404483,5.553141832,6.064471509,5.761873143,7.177614202,7.716957259,7.934451821,8.698590853,8.437065289
Food imports (% of merchandise imports),Cayman Islands,0,0,0,0,0,0,0,0,19.278762,0
Food imports (% of merchandise imports),Central African Republic,0,27.08361053,23.41466684,20.35000639,0.473760728,28.09191708,26.36458426,20.56084195,0,0
Food imports (% of merchandise imports),Chad,0,0,0,0,0,0,0,0,0,0
Food imports (% of merchandise imports),Channel Islands,0,0,0,0,0,0,0,0,0,0
